anio,diaSemana,codificacion_linea,codificacion_estacion,codificacion_mes,afluencia
2015,7,10,155,4,17980
2012,6,8,6,7,14520
2011,4,3,65,7,25524
2020,5,11,166,8,13795
2011,3,9,143,12,20359
2023,6,6,98,11,5343
2010,6,7,114,10,13590
2011,7,12,110,1,0
2020,3,3,52,10,11856
2018,2,3,61,3,39409
2020,3,8,133,2,27811
2022,1,12,194,11,0
2022,6,11,20,8,20892
2011,7,11,168,10,28569
2016,2,2,40,3,23584
2014,5,7,108,1,17481
2024,3,11,163,3,49007
2013,5,2,27,1,30377
2010,3,10,151,9,25703
2012,3,11,158,8,59972
2015,3,8,129,4,15800
2014,6,2,26,3,32562
2012,4,12,196,3,0
2022,1,2,33,3,12704
2016,2,7,113,10,20688
2018,7,7,112,12,10611
2018,6,2,28,9,21998
2011,6,12,186,10,0
2013,1,11,167,1,25140
2010,7,3,60,12,10318
2016,4,4,68,4,8922
2021,6,12,188,9,0
2014,5,10,11,7,120560
2016,4,3,48,5,23012
2018,3,4,69,5,8003
2013,2,8,6,12,18494
2014,7,2,34,8,22568
2014,2,9,143,8,21330
2010,5,1,5,1,47446
2022,7,5,61,12,5688
2021,7,12,49,10,0
2014,4,5,78,9,23059
2012,4,5,78,8,27207
2020,4,2,43,11,9759
2020,4,11,161,4,7919
2012,6,8,131,9,17215
2010,5,10,152,12,11123
2024,4,2,32,4,21783
2015,4,11,167,9,27982
2020,7,1,6,8,5761
2015,6,3,53,1,30067
2022,5,2,23,12,18693
2022,7,1,3,7,0
2017,1,9,140,2,18590
2013,2,9,136,7,10175
2016,1,8,129,2,16698
2013,2,1,7,3,26491
2010,1,2,40,1,22978
2020,7,2,35,2,10704
2018,1,3,60,12,33060
2022,4,2,31,2,14456
2022,3,1,13,11,15483
2015,2,2,27,8,33219
2014,7,1,7,8,11142
2020,3,10,153,8,15588
2014,5,12,184,7,0
2012,7,10,148,12,8801
2020,3,1,20,7,13585
2011,6,4,71,5,6917
2018,1,1,15,8,23887
2022,4,1,7,4,16713
2024,7,2,27,5,9002
2011,1,7,112,12,35166
2011,3,3,56,8,29412
2011,7,1,2,7,6807
2014,5,2,34,4,20965
2012,7,9,146,11,7911
2015,3,7,114,3,27899
2014,2,11,124,7,7219
2022,7,5,76,5,2215
2012,6,6,100,11,7386
2015,2,3,7,4,7841
2020,7,4,68,10,3232
2015,6,9,11,2,83107
2014,7,7,102,9,5104
2014,1,11,170,2,29193
2021,5,2,30,12,13712
2011,1,8,119,3,9716
2012,1,10,156,1,27973
2011,7,9,58,7,7733
2020,4,11,164,10,19352
2013,6,1,6,5,20096
2010,2,10,155,2,22693
2023,6,7,114,12,17544
2023,6,12,191,12,0
2019,2,7,102,7,8646
2020,7,9,58,7,2940
2016,6,12,184,1,4128
2016,1,5,79,12,7939
2022,1,7,113,5,9455
2013,1,5,89,5,36160
2013,6,2,42,6,26586
2012,1,7,109,8,19983
2018,6,5,79,11,4661
2023,7,12,183,11,3465
2019,2,7,110,11,23470
2022,4,11,167,1,12782
2023,5,12,198,6,12674
2018,2,1,16,12,17300
2015,6,9,58,5,9777
2015,1,8,34,1,17788
2010,2,8,129,12,14968
2013,6,2,30,6,18129
2015,6,6,97,3,4376
2018,1,2,29,9,25221
2014,4,11,174,8,20160
2015,4,2,22,5,12859
2012,4,11,166,7,23924
2016,1,1,1,12,43881
2016,6,7,93,11,31996
2012,6,11,169,6,29283
2022,5,10,155,1,21345
2021,3,11,168,9,25643
2013,7,7,45,3,2813
2019,6,3,58,3,20683
2018,2,8,32,11,5689
2016,4,9,142,3,6765
2016,6,9,142,10,5811
2020,4,9,32,10,5922
2011,4,9,58,1,15881
2015,2,10,11,4,120309
2013,3,2,44,2,89185
2023,1,8,134,6,111607
2022,1,3,63,1,20189
2013,4,1,11,3,37751
2023,5,11,169,9,30554
2011,6,2,37,1,14001
2023,5,3,7,6,23307
2019,4,12,186,4,14045
2023,2,7,103,4,16099
2012,1,8,32,7,7061
2021,7,9,140,8,4803
2021,6,1,2,8,11227
2015,3,11,169,3,27917
2018,3,9,143,10,20385
2012,5,1,10,10,50682
2018,4,5,11,4,111303
2024,3,11,177,2,7887
2021,5,9,74,12,9157
2023,7,2,37,11,6232
2015,4,11,73,9,5450
2014,4,4,15,10,7948
2019,6,12,186,3,9385
2010,5,12,182,2,0
2010,6,9,143,3,14424
2024,2,12,188,3,13963
2016,3,1,8,5,36366
2020,3,6,97,6,0
2018,1,5,89,8,39661
2018,7,9,140,3,7910
2012,5,11,158,1,49986
2019,6,1,16,6,61326
2013,4,1,11,1,49661
2019,6,3,66,8,16156
2011,2,6,97,11,8868
2014,6,7,114,7,19420
2018,1,10,154,4,10407
2016,7,2,43,2,10251
2021,4,11,175,10,3435
2012,2,11,170,8,34066
2023,7,9,142,3,11110
2021,1,11,175,10,3137
2012,7,3,47,6,9270
2022,2,9,137,8,43798
2015,6,1,1,2,57716
2018,4,2,24,7,28578
2012,7,8,133,9,20539
2019,6,2,24,10,34618
2016,6,1,20,12,30191
2023,3,5,82,9,8003
2024,1,3,42,6,9961
2020,3,2,34,8,15185
2012,7,9,146,8,9058
2011,5,8,6,2,18789
2015,7,8,119,5,4992
2022,4,7,8,2,4124
2015,2,7,112,1,32444
2021,1,8,121,12,32083
2014,7,2,34,1,23949
2018,1,6,99,12,6490
2013,7,1,9,4,52330
2016,3,11,169,10,31026
2024,3,7,107,7,12545
2010,2,1,17,3,62162
2010,7,2,28,10,8971
2018,6,1,1,7,48781
2019,6,2,32,6,13257
2019,2,2,33,11,27506
2024,1,3,53,1,8381
2022,2,12,183,5,0
2012,7,12,181,7,0
2020,7,12,190,2,21234
2016,3,5,61,12,12033
2023,2,8,133,3,31699
2021,2,2,36,7,58097
2012,1,2,33,7,30656
2022,1,5,85,4,4239
2018,3,12,186,12,13075
2022,5,1,2,11,0
2021,2,10,149,8,8234
2015,2,12,179,3,0
2014,3,10,148,8,14832
2011,2,7,110,1,27455
2011,5,8,128,4,17165
2010,5,3,48,11,26998
2019,7,11,169,6,30637
2012,2,1,14,8,31773
2016,1,3,53,9,42519
2016,1,1,11,4,51425
2023,6,3,65,8,10785
2015,4,9,143,7,18993
2012,7,4,76,8,3693
2021,6,11,168,12,23682
2020,4,3,54,2,13875
2021,2,9,32,1,24219
2012,4,4,70,3,9301
2020,1,3,63,8,19589
2012,4,9,136,12,10184
2015,6,2,22,10,10480
2012,3,9,32,3,12235
2013,1,12,188,5,13978
2013,1,10,153,5,13978
2013,5,5,78,8,27089
2015,1,9,146,12,12750
2012,7,8,116,2,6261
2011,3,1,4,3,28834
2017,6,1,6,2,17532
2018,4,3,64,4,27999
2018,2,10,153,11,20465
2023,1,6,98,5,7382
2017,5,2,22,3,14449
2015,1,8,124,7,21640
2013,4,7,104,4,35270
2012,7,5,87,9,2644
2011,6,2,39,1,61218
2012,3,5,61,2,13660
2012,7,1,15,4,15252
2022,2,11,175,12,5954
2011,4,2,26,8,46113
2015,1,1,3,1,29842
2023,4,1,1,8,0
2023,2,12,189,5,0
2022,1,2,38,1,10701
2019,7,12,49,12,7843
2015,6,1,20,11,32206
2022,1,12,184,6,0
2018,1,1,13,2,32721
2017,6,9,142,3,4206
2023,6,3,66,4,7940
2019,5,8,116,12,6264
2012,1,11,175,5,7329
2012,5,11,54,7,6595
2018,1,11,174,4,15397
2020,5,7,93,1,34181
2020,7,11,168,6,7659
2017,1,3,42,1,16706
2012,5,9,146,3,21088
2020,5,3,48,12,11488
2015,7,7,105,6,13091
2013,4,5,79,3,8547
2018,3,12,187,10,24887
2012,6,8,34,8,24360
2011,4,3,61,10,40279
2023,7,12,192,6,2642
2011,6,1,19,10,25635
2022,6,8,34,3,23156
2023,6,1,4,7,0
2023,4,8,6,8,25642
2020,3,12,188,11,11746
2022,4,11,173,2,10627
2013,3,6,92,2,12990
2011,2,2,24,8,41929
2011,2,6,97,1,9042
2014,6,2,40,7,18574
2024,1,1,2,3,0
2016,5,9,8,9,61841
2018,3,2,34,7,26298
2016,5,2,32,12,37063
2023,4,4,73,9,7067
2011,3,3,62,4,26156
2014,7,12,186,3,0
2014,1,2,4,8,26861
2022,6,11,174,11,14094
2012,4,5,79,2,9985
2016,2,7,107,8,12799
2017,4,10,150,3,23787
2022,4,11,177,3,5353
2024,6,12,183,6,7516
2018,2,3,66,9,19595
2012,5,2,37,2,15080
2011,2,6,94,11,34345
2018,6,4,68,11,10047
2013,4,4,70,12,1268
2011,4,10,150,3,23038
2019,2,7,93,7,48407
2019,5,4,68,4,9043
2020,5,11,164,9,12243
2021,3,7,107,1,5506
2018,7,9,143,6,10014
2011,7,2,42,4,15145
2023,3,12,190,1,0
2019,7,1,14,3,15556
2016,2,2,27,7,27867
2019,7,11,173,3,6889
2012,3,3,7,6,21928
2016,6,11,173,12,6444
2016,3,3,66,2,22453
2013,4,11,20,8,13788
2019,7,5,83,5,4059
2019,5,4,73,12,9006
2015,6,7,103,4,8953
2015,4,11,73,4,5036
2020,3,2,30,1,18495
2018,3,4,70,4,2673
2023,6,12,196,7,4740
2021,2,8,121,9,19927
2021,4,7,102,12,5119
2018,5,2,38,8,39800
2019,4,12,49,4,14530
2014,5,2,28,1,19509
2019,7,11,163,2,41125
2019,1,5,11,1,93778
2011,2,12,183,7,0
2011,6,7,8,1,7485
2011,5,9,146,7,18244
2019,4,5,83,7,9155
2014,3,10,153,7,14336
2019,6,8,124,4,14854
2013,2,1,18,12,15446
2023,3,6,101,6,17935
2023,7,3,59,7,22576
2020,1,3,56,11,10343
2021,7,9,8,11,19824
2011,4,1,12,8,37361
2020,4,1,18,10,5086
2022,1,6,98,5,7001
2013,7,3,42,4,23032
2018,4,3,42,6,22657
2016,3,6,98,5,10868
2020,3,11,173,6,4574
2015,7,11,124,3,10460
2020,6,8,126,3,17105
2010,3,1,9,2,71830
2012,1,5,83,1,9301
2013,7,5,80,1,2789
2021,3,8,123,2,8864
2015,5,11,124,3,7540
2011,7,2,24,7,18271
2020,2,9,146,11,8235
2016,6,3,49,8,24628
2019,4,7,102,5,9660
2020,6,12,188,9,9603
2022,1,5,80,7,4572
2013,6,12,181,5,9515
2022,3,11,172,1,8413
2011,4,11,124,1,7159
2016,4,11,177,11,6638
2014,4,5,83,8,7278
2016,6,7,45,5,8282
2010,4,9,142,9,9090
2016,5,2,23,4,39545
2018,4,5,80,2,4939
2013,3,3,50,8,138618
2022,6,3,53,8,20217
2013,4,2,45,8,41475
2015,2,8,127,3,6459
2011,1,5,84,9,11997
2012,5,11,174,9,21702
2022,7,10,151,7,20401
2010,2,10,148,10,12293
2020,1,4,76,10,1896
2017,5,9,74,1,10808
2022,1,2,27,5,17164
2010,5,12,196,4,0
2013,7,11,164,7,20188
2014,6,7,103,5,8092
2021,7,1,6,8,6415
2014,5,6,93,5,15848
2012,5,3,65,2,28443
2020,4,5,76,10,3450
2022,7,1,11,11,0
2022,7,8,117,8,11163
2023,3,5,11,5,56729
2013,2,2,37,5,13960
2011,6,5,83,1,7284
2010,2,12,198,3,0
2019,4,4,73,10,9115
2022,3,3,66,9,13733
2019,6,11,163,7,53863
2016,4,3,53,4,41124
2018,6,3,64,12,9839
2010,1,11,54,11,6892
2015,4,3,49,7,32832
2013,5,10,152,3,13731
2010,5,11,161,2,31211
2015,4,12,192,6,12871
2022,6,3,52,7,11168
2023,1,7,114,12,25851
2019,4,12,110,8,19986
2012,7,4,15,7,3437
2012,5,1,2,6,31574
2023,4,5,78,10,15408
2024,7,1,10,3,0
2019,4,1,13,5,38403
2016,6,8,32,11,3660
2023,2,3,59,9,57048
2016,6,1,18,4,8579
2016,1,7,102,6,8910
2019,6,4,71,3,5239
2017,2,5,11,4,113156
2021,6,9,8,9,38950
2024,1,2,37,3,12343
2023,6,9,74,2,11250
2010,7,10,150,1,10555
2016,1,11,164,12,27971
2015,3,2,36,1,119771
2023,1,10,149,5,10440
2023,3,9,143,12,20194
2016,4,8,118,8,15158
2014,1,5,83,5,8835
2011,7,5,61,1,6909
2014,7,8,117,2,12205
2023,2,2,27,12,22951
2018,4,5,82,11,9449
2024,1,12,182,6,11475
2012,3,11,20,1,19659
2011,4,6,94,1,21418
2019,3,6,97,10,2522
2020,4,7,113,9,8231
2019,3,8,118,4,16514
2015,4,8,128,1,11785
2011,7,3,57,7,17865
2011,3,2,30,10,28747
2015,6,8,127,7,7694
2019,7,10,156,5,12443
2018,5,3,42,5,16836
2014,6,11,168,4,32618
2012,3,7,108,3,17546
2020,3,8,134,4,35018
2017,6,6,98,9,8205
2015,3,6,98,1,8228
2016,4,2,44,2,90866
2018,5,3,52,11,21760
2024,6,12,180,4,19815
2015,5,2,32,10,37661
2021,1,6,94,1,6762
2016,1,8,34,7,16690
2018,1,3,66,2,20223
2020,7,11,84,3,8763
2015,7,3,67,5,18013
2016,3,10,151,6,37904
2016,2,8,127,8,6527
2020,3,12,182,1,17802
2022,6,7,112,10,22732
2018,6,3,47,5,28131
2020,5,1,11,10,31262
2011,1,4,73,8,10687
2023,3,7,104,11,42545
2016,7,2,34,6,36372
2019,7,5,85,8,2146
2013,5,9,8,7,60299
2013,4,8,34,3,18166
2014,1,9,140,6,18397
2017,2,9,140,5,22042
2014,4,3,52,7,19546
2019,4,12,186,1,16324
2013,5,11,175,8,7962
2024,2,3,48,2,15865
2014,3,3,62,9,27159
2020,1,3,48,3,6156
2024,6,2,36,3,65285
2012,4,3,65,1,26561
2019,7,3,61,8,39144
2016,5,11,73,7,3788
2013,4,11,177,5,6755
2014,7,8,121,4,14399
2016,3,1,14,6,15527
2024,4,12,189,1,0
2013,7,7,108,6,7280
2017,5,2,29,3,22856
2016,5,2,34,3,28706
2012,1,9,136,9,14442
2021,6,6,92,9,6156
2016,6,7,103,6,10553
2010,4,3,47,3,37797
2010,6,5,85,2,5953
2012,1,12,198,7,0
2012,3,12,182,12,12039
2019,5,5,83,3,8465
2015,5,11,162,6,20184
2023,2,2,36,11,76526
2016,3,10,152,11,17780
2020,4,7,109,6,0
2020,1,2,24,4,6290
2012,7,10,155,11,16794
2022,6,1,17,1,28693
2015,2,5,11,11,105589
2024,1,2,35,6,14333
2013,5,8,127,8,15804
2022,5,8,124,9,19490
2016,3,2,31,8,25392
2015,4,7,8,5,8013
2012,7,3,7,11,3643
2011,5,2,45,4,14955
2022,1,5,85,4,4641
2013,7,3,50,6,72253
2014,4,2,30,1,17761
2012,1,2,35,2,30272
2015,3,11,84,10,14014
2021,5,2,23,12,14007
2015,3,11,161,4,26398
2014,5,5,86,6,16404
2015,2,3,57,2,54599
2019,3,2,24,3,34085
2023,4,12,192,1,0
2023,6,2,34,5,20910
2010,5,11,163,11,65544
2019,1,8,123,4,13526
2016,2,6,100,8,8486
2017,3,2,28,5,23414
2020,7,11,170,10,7757
2011,4,7,110,7,27846
2018,1,3,52,5,21743
2020,4,3,53,7,13838
2014,1,3,52,5,22340
2019,7,12,190,11,39195
2018,6,2,43,3,17271
2019,3,12,188,12,20141
2015,1,7,8,2,6987
2012,6,6,97,1,4848
2011,4,12,190,6,0
2014,6,12,190,3,0
2011,5,8,128,12,14863
2017,2,6,53,4,1779
2012,4,4,75,6,16260
2015,4,2,31,9,26687
2019,5,10,155,3,25540
2010,6,6,53,1,1078
2016,5,12,49,4,12783
2016,6,9,74,6,12669
2012,5,6,75,5,37884
2016,3,2,22,11,10539
2022,3,10,153,12,15005
2021,2,4,70,1,1303
2013,5,1,5,8,46634
2013,7,8,124,4,16033
2014,6,11,167,4,13767
2019,3,9,141,10,16463
2023,1,5,87,1,3530
2019,7,2,26,11,19069
2018,3,2,32,5,32257
2021,5,5,86,11,17868
2023,7,1,14,4,0
2022,3,8,129,1,14388
2020,7,2,39,7,0
2017,4,9,58,1,18539
2017,4,11,163,3,70539
2016,2,7,110,12,26834
2011,5,6,53,10,4218
2010,2,8,70,10,9500
2023,4,4,75,1,22617
2022,5,11,163,6,45975
2014,6,2,38,1,40288
2014,6,6,100,4,8475
2014,2,10,148,3,14297
2023,1,9,58,7,12992
2019,5,9,143,10,9115
2019,7,7,107,11,17155
2022,5,5,83,9,3119
2020,1,6,85,8,1285
2018,5,12,181,12,17220
2017,2,3,66,2,22056
2018,4,3,61,7,34916
2016,4,2,22,8,13943
2015,5,11,84,12,11443
2017,4,11,161,3,28843
2022,1,1,20,9,0
2020,4,8,126,10,9173
2020,5,2,28,5,6339
2016,3,9,136,11,7409
2014,3,12,184,1,11321
2013,1,12,194,4,7285
2011,5,2,43,10,27466
2014,7,11,20,3,15425
2015,1,2,24,9,17098
2022,4,11,167,12,18890
2018,5,2,32,3,37207
2019,1,3,47,11,30776
2023,1,12,182,11,9936
2022,6,11,172,10,12127
2013,3,3,52,5,26018
2020,4,2,24,7,9333
2022,7,4,77,5,1672
2019,1,9,137,7,47383
2012,3,7,102,4,17107
2014,6,11,165,9,19517
2021,6,1,20,8,17221
2019,5,1,18,8,15086
2019,2,10,151,6,52731
2010,2,11,163,10,61199
2014,3,7,45,2,9739
2019,7,5,82,7,3445
2011,2,8,116,1,14631
2015,2,3,61,5,34122
2015,5,5,80,4,5183
2022,4,4,73,12,7882
2015,1,11,169,3,25224
2022,1,10,150,2,15295
2019,4,5,82,8,7302
2022,3,6,92,5,8796
2017,6,6,75,2,21428
2016,7,12,182,5,5570
2016,7,3,50,2,78805
2016,2,12,192,5,14939
2015,4,6,94,7,29564
2011,1,6,97,1,13133
2016,5,8,124,11,18764
2018,4,2,38,11,28302
2010,4,11,73,4,5607
2021,6,6,94,1,3899
2024,1,8,123,1,15104
2020,6,8,119,6,0
2020,5,10,149,7,7970
2022,4,12,179,7,0
2013,7,8,124,1,16578
2016,7,3,48,8,8242
2024,5,7,103,2,5973
2014,2,5,78,6,14948
2016,1,1,4,2,30877
2014,4,1,12,8,31757
2019,3,12,30,2,4320
2019,5,8,126,5,13681
2020,5,12,191,2,72801
2023,2,11,158,4,57042
2019,4,2,43,9,22194
2012,6,11,168,10,38026
2022,5,7,102,11,6697
2019,7,1,16,11,41131
2019,4,11,161,3,26061
2023,4,12,196,5,8335
2015,7,9,58,1,8372
2011,1,9,58,1,19682
2018,2,9,32,8,11771
2016,2,1,18,8,16128
2020,3,10,11,1,46571
2022,1,2,35,10,16371
2020,5,12,30,7,4810
2011,4,7,112,8,28819
2021,2,8,130,9,13365
2013,5,7,108,5,21160
2017,6,5,78,4,26142
2012,5,1,3,3,62602
2020,7,6,85,12,490
2017,7,11,166,3,21203
2015,4,12,189,12,15107
2010,2,6,75,1,23796
2011,3,2,36,4,121848
2023,2,12,179,4,0
2018,3,7,103,4,11923
2012,5,11,20,6,15992
2019,3,3,61,2,35957
2018,6,11,162,4,16343
2012,7,2,44,12,62213
2019,6,8,6,7,13349
2020,4,3,58,8,10926
2014,5,8,117,5,21599
2019,2,8,118,5,14129
2014,1,6,98,3,7205
2011,4,5,80,12,5498
2018,4,9,58,6,19828
2018,2,7,114,7,30514
2012,5,3,42,10,20226
2011,6,11,165,7,22281
2012,4,2,33,2,29020
2012,6,12,188,7,0
2010,2,7,112,3,23368
2010,5,2,4,1,14361
2018,1,4,77,4,5602
2013,4,12,194,1,6503
2023,7,4,76,7,1945
2020,7,3,66,12,5776
2013,2,2,38,5,38315
2015,4,6,101,1,18353
2024,4,3,42,2,11590
2018,4,7,93,11,41733
2018,4,4,74,9,9041
2020,6,10,148,9,6945
2011,7,12,191,4,0
2019,5,11,175,1,3660
2016,6,5,86,12,18466
2015,7,12,189,12,8190
2010,5,1,3,12,34923
2018,6,7,104,11,18725
2010,6,12,181,10,0
2023,7,7,102,2,3631
2022,7,11,168,2,9136
2023,2,12,188,5,0
2012,7,1,6,6,19704
2021,7,6,101,9,2572
2022,5,11,158,8,59996
2012,5,10,152,3,17830
2014,1,1,17,2,67099
2024,1,6,101,5,18612
2015,7,6,85,3,1608
2024,1,2,22,7,7734
2024,6,3,64,2,9634
2013,3,2,36,4,136026
2016,6,8,128,7,7609
2012,5,1,5,6,38925
2012,1,12,191,10,0
2017,6,11,20,9,11104
2017,6,3,60,1,22481
2020,1,5,80,1,2943
2024,2,5,80,1,3569
2021,2,4,70,11,1177
2020,7,3,64,10,3800
2023,2,8,134,12,79440
2013,1,11,162,3,23034
2013,2,1,3,8,31781
2010,2,3,59,11,84589
2023,4,2,37,6,11966
2011,3,3,7,11,11150
2010,5,2,4,9,11279
2018,6,8,127,7,9293
2020,6,2,38,10,22427
2021,2,9,140,8,13276
2024,5,6,75,7,23641
2020,4,12,191,12,16325
2020,5,5,84,1,9550
2011,4,11,173,7,11658
2017,4,5,78,5,20743
2013,7,7,103,5,5715
2014,1,12,179,5,0
2023,4,7,110,3,22152
2013,1,7,103,8,11224
2019,1,6,98,8,8052
2018,2,12,49,3,14270
2017,2,9,146,5,13208
2012,6,10,155,7,0
2019,6,2,4,7,24993
2014,5,2,39,9,66749
2010,7,2,22,10,5312
2023,7,3,54,6,6987
2010,2,9,136,3,11715
2015,6,11,172,10,8668
2014,3,4,71,1,8336
2013,3,8,128,3,13316
2010,1,2,25,12,8936
2023,4,12,192,12,7344
2017,1,12,192,4,13600
2017,6,1,2,4,20118
2018,4,1,20,11,31557
2012,3,9,32,2,13871
2021,1,3,59,9,32965
2022,2,1,18,11,5527
2019,4,8,119,5,8363
2019,4,12,179,1,3580
2017,6,12,110,2,10799
2012,1,2,44,7,135894
2019,6,5,76,12,4638
2015,1,12,179,12,2178
2011,1,2,33,3,13970
2021,7,8,127,9,4252
2020,2,1,14,10,8355
2019,3,12,194,5,12030
2016,2,3,67,10,24323
2023,4,10,155,11,24966
2012,3,1,16,6,41451
2024,5,5,79,3,7880
2019,5,3,59,6,76017
2019,4,12,129,6,16274
2019,5,11,84,9,5864
2012,1,12,184,4,0
2015,1,3,65,2,29737
2015,6,1,3,11,26509
2020,6,1,20,9,11605
2018,4,2,33,8,29245
2012,2,1,7,9,21295
2021,3,1,19,8,12563
2012,5,10,148,11,16519
2012,5,5,83,1,9010
2018,4,4,15,12,6947
2022,4,3,48,5,13946
2013,1,1,19,4,23783
2020,7,11,73,6,4018
2022,4,2,44,12,78744
2023,3,11,169,8,19738
2010,3,5,83,12,10225
2016,7,1,8,10,25731
2023,2,4,74,12,4771
2012,1,5,80,11,5667
2016,6,6,93,9,10382
2010,7,5,83,10,4002
2014,3,3,54,2,14441
2023,3,2,23,1,16230
2020,3,12,189,11,16884
2016,5,11,163,12,65773
2012,6,6,100,6,5663
2024,7,11,124,5,8234
2023,3,11,166,5,16316
2011,3,8,32,11,4942
2015,3,8,116,6,11574
2024,1,9,58,6,11520
2012,4,4,75,9,16074
2013,5,3,59,5,91290
2012,7,3,57,10,22348
2012,7,8,119,4,4662
2017,3,12,183,5,12037
2017,1,1,8,1,39212
2022,6,8,117,4,19801
2019,7,7,103,6,6472
2011,3,9,74,6,13228
2021,4,3,64,10,19562
2015,5,6,92,1,16523
2012,1,5,11,11,108381
2021,4,3,66,2,6031
2010,6,3,60,1,14605
2020,2,2,4,10,14078
2010,4,2,27,10,27424
2016,7,8,124,3,16818
2012,6,8,130,9,23533
2013,5,2,4,8,31446
2018,7,9,74,3,8566
2015,2,2,24,2,16459
2015,2,5,87,10,6000
2011,4,5,87,8,4843
2016,2,6,94,10,32648
2020,7,12,181,5,3752
2016,4,11,54,2,6100
2016,1,11,169,7,24109
2020,2,8,117,2,29903
2014,3,3,47,3,44886
2023,6,7,112,2,27375
2022,3,8,128,6,11202
2018,4,8,119,8,8375
2018,5,5,78,8,35847
2013,1,12,129,8,11637
2016,2,5,79,7,8488
2013,4,1,11,12,40054
2018,1,5,84,8,9934
2022,1,5,86,12,14698
2010,6,11,169,10,26416
2014,3,2,39,7,75788
2016,7,12,186,8,6511
2018,5,4,15,4,9417
2022,6,1,4,5,23462
2024,3,11,124,1,5508
2023,2,3,48,9,16413
2013,7,8,129,8,8633
2022,4,7,102,7,5536
2022,3,12,190,2,0
2023,5,2,42,3,36568
2010,6,8,121,1,29223
2012,1,6,94,2,31235
2014,5,11,167,4,27102
2018,5,2,28,10,29103
2013,6,1,13,1,17396
2023,4,8,6,6,25927
2015,4,10,153,10,20239
2013,4,8,118,9,12345
2011,3,12,192,5,0
2018,3,1,18,9,14335
2019,3,12,182,8,15233
2011,7,1,16,11,37740
2023,6,6,101,3,12425
2015,2,6,101,10,20870
2014,1,1,12,6,34471
2011,7,12,180,5,0
2013,7,2,35,6,10869
2010,1,4,77,9,6122
2020,1,2,34,6,4613
2024,4,12,191,5,52195
2010,1,1,4,11,33813
2013,4,3,63,2,31736
2016,6,5,78,7,29013
2024,4,9,136,7,51042
2022,4,11,168,6,29422
2022,1,1,10,5,38035
2012,4,8,70,6,12334
2016,5,11,172,10,9220
2014,6,8,130,3,22442
2021,1,4,69,8,4112
2018,5,8,121,9,25295
2011,7,2,34,11,17733
2018,5,10,152,6,14046
2024,2,2,36,6,88335
2014,4,9,74,6,13567
2010,4,9,146,1,13002
2018,2,8,6,6,17831
2022,7,3,57,9,9727
2012,1,3,65,5,30245
2020,2,6,75,4,12282
2011,4,8,70,4,6793
2012,4,11,167,11,25092
2023,7,6,93,9,4626
2011,4,4,71,11,8660
2019,5,3,42,3,18368
2017,5,12,192,5,11594
2024,4,12,190,5,32010
2020,3,9,141,12,21974
2016,3,6,92,6,13900
2019,6,9,74,6,8126
2015,5,4,77,11,7900
2010,6,3,67,10,24532
2014,3,11,172,1,9534
2020,7,2,39,1,43034
2015,1,11,54,9,5643
2011,3,2,32,6,34890
2024,2,1,16,5,19776
2017,3,8,118,1,17052
2015,2,11,164,10,15800
2015,3,12,196,9,10177
2011,4,3,65,2,29202
2019,5,11,174,8,21388
2011,2,7,113,5,22254
2012,3,2,26,9,37505
2016,5,3,42,1,17935
2020,3,10,150,8,9487
2023,7,7,105,3,9932
2012,4,11,169,4,28921
2019,1,11,174,1,15480
2012,5,11,168,10,41532
2019,6,11,20,3,12404
2018,6,9,141,7,28323
2011,7,10,11,9,32407
2014,1,4,68,5,7883
2020,3,2,26,8,15564
2023,5,3,53,11,30611
2017,2,9,58,3,18673
2015,5,1,17,1,73341
2013,2,6,100,12,9067
2023,5,12,196,6,7906
2018,1,1,1,2,57227
2016,6,12,49,5,12435
2011,1,12,191,12,0
2017,4,11,163,2,71953
2021,5,11,172,1,5117
2014,1,1,17,8,75037
2018,7,3,67,11,15962
2018,4,11,175,8,6328
2015,3,11,162,12,19872
2024,5,4,70,3,2607
2011,2,7,109,4,15271
2020,1,7,110,10,16623
2024,7,10,152,2,8916
2018,1,11,162,9,19014
2018,7,10,149,8,6543
2014,2,5,89,3,43295
2012,3,6,94,7,17711
2010,4,2,32,12,35355
2011,5,3,49,8,44316
2023,1,10,11,4,43048
2011,2,3,49,7,41768
2016,7,10,149,1,5448
2019,4,8,134,4,65542
2015,1,11,162,2,12522
2022,7,3,50,8,56394
2010,3,8,128,3,11792
2015,4,3,67,10,24231
2022,5,6,93,4,4940
2010,3,4,15,11,8602
2015,2,4,77,12,8312
2015,4,2,43,4,22652
2021,4,3,63,8,20103
2022,4,5,82,12,5822
2017,6,3,54,3,11044
2014,1,9,146,4,13119
2014,3,2,26,7,37876
2014,3,1,17,3,65324
2023,3,8,129,7,13547
2023,1,2,44,4,56321
2012,5,1,15,2,20605
2015,6,1,3,4,15509
2022,6,8,70,3,4131
2019,4,2,30,8,19253
2012,1,8,129,11,17935
2015,6,2,30,10,16634
2024,2,11,177,1,6938
2020,1,3,58,11,9978
2019,5,3,53,8,45105
2022,4,11,158,5,46400
2016,5,12,129,10,15957
2023,2,11,173,1,15023
2016,3,3,58,2,25688
2020,1,1,10,8,23274
2013,1,7,107,1,14729
2019,7,9,143,9,9963
2016,1,12,192,8,14216
2015,4,2,31,1,31888
2023,6,9,32,2,8444
